id,source,destination,commit_date,total_value,paid_to_date,pc10,pc20,pc30,pc40,pc50,pc60,pc70,pc80,pc90,pc100,commit_updates,receiver_type
US-GOV-1-<Element 'iati-identifier' at 0x0000019C575BF6D8>,U.S. Agency for International Development,Creative Associates International,2020-09-30,2000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC59C28>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,2033282.0,391009.73000000004,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC66D68>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1691470.0,53754.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC6AE58>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1760000.0,2525.57,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC71AE8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,4300000.0,94105.62,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC76C28>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1200000.0,47800.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC7DEA8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,2579583.0,482508.54000000004,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BC88E58>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1167093.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BCA6EF8>,U.S. Agency for International Development,International Organisation for Migration,2020-06-30,6220000.0,1089480.0,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BE30F98>,U.S. Agency for International Development,International Rescue Committee,2020-07-31,1800000.0,475000.0,2020-12-31,2020-12-31,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BE4C9F8>,U.S. Agency for International Development,Mercy Corps,2020-07-31,638688.0,289484.77999999997,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5BE63EF8>,U.S. Agency for International Development,World Food Program,2020-06-30,11000000.0,3674407.15,2020-08-31,2020-08-31,2020-08-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5C2EA4A8>,U.S. Agency for International Development,International Executive Service Corps,2020-06-30,5000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5C4EACC8>,U.S. Agency for International Development,American University,2020-04-30,2500000.0,652689.33,2020-11-30,2020-11-30,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5C503C28>,U.S. Agency for International Development,Relief International,2020-07-31,2200000.0,1095628.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5C51ADB8>,U.S. Agency for International Development,World Vision,2020-07-31,583187.0,485407.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5C56ECC8>,U.S. Agency for International Development,World Food Program,2020-07-31,13000000.0,5969026.26,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5CB28B38>,U.S. Agency for International Development,Rainforest Alliance,2020-09-30,6405303.0,894316.02,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5CD9D6D8>,U.S. Agency for International Development,National Cooperative Business Association CLUSA,2020-06-30,4820611.0,7117384.0,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5CE051D8>,U.S. Agency for International Development,John Snow International,2020-04-30,2300000.0,1944214.52,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D156C78>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-09-30,2186546.0,3237607.8200000003,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,5,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D1951D8>,U.S. Agency for International Development,Education Development Center,2020-09-30,5200000.0,4523747.640000001,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D1B9368>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,860380.0,17540.71,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D1DAC78>,U.S. Agency for International Development,FHI 360,2020-09-30,345000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D20D318>,U.S. Agency for International Development,"Development Alternatives, Inc.",2020-09-30,1000000.0,1750427.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D2979A8>,U.S. Agency for International Development,"Abt Associates, Inc.",2020-04-30,800000.0,800000.0,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D2B9F98>,U.S. Agency for International Development,Catholic Relief Services,,0.0,3219978.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5D6208B8>,U.S. Agency for International Development,East-West Management Institute,2020-09-30,1100000.0,893285.49,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DEE2D68>,U.S. Agency for International Development,Adventist Development and Relief Agency International,2020-07-31,600000.0,391797.28,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DEECDB8>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-09-30,2000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DF1D598>,U.S. Agency for International Development,IntraHealth International,2020-04-30,700000.0,700000.0,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DF7F688>,U.S. Agency for International Development,United Nations Children's Fund,2020-07-31,1500000.0,56698.53,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DF99778>,U.S. Agency for International Development,International Organisation for Migration,2020-07-31,1000000.0,89078.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DFC00E8>,U.S. Agency for International Development,World Vision,2020-07-31,2000000.0,628929.0,2020-12-31,2020-12-31,2020-12-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5DFDA318>,U.S. Agency for International Development,CARITAS BRASILEIRA,2020-07-31,1500000.0,166561.92,2020-10-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5E2811D8>,U.S. Agency for International Development,Government of United Kingdom - DFID,2020-05-31,500000.0,500000.0,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5E369818>,U.S. Agency for International Development,"Development Alternatives, Inc.",2020-06-30,11509294.0,6904267.359999999,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,3,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5EBC2778>,U.S. Agency for International Development,Citizens Network for Foreign Affairs,2020-09-30,1000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5ED1BA98>,U.S. Agency for International Development,St Boniface Haiti Foundation Inc.,2020-04-30,500000.0,411075.32999999996,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5EEC6318>,U.S. Agency for International Development,FHI 360,2020-04-30,1750000.0,671087.32,2020-12-31,2020-12-31,2020-12-31,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5F403C78>,U.S. Agency for International Development,Afghanistan Reconstruction Trust Fund,2020-06-30,244313667.0,160000000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-06-30,2020-09-30,2020-09-30,2020-09-30,6,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5FA3D778>,U.S. Agency for International Development,World Food Program,2020-07-31,5000000.0,305164.32,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5FC2EE08>,U.S. Agency for International Development,"University Research Co., LLC",2020-04-30,300000.0,300000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5FD88A98>,U.S. Agency for International Development,IntraHealth International,2020-04-30,300000.0,300000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5FDE3728>,U.S. Agency for International Development,RTI International,2020-09-30,500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5FE789F8>,U.S. Agency for International Development,Winrock International,2020-09-30,500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C5FEEAD68>,U.S. Agency for International Development,American National Standards Institute,2020-06-30,3500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6031C048>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1500000.0,25766.7,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60320908>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,9500000.0,8359100.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6032EC28>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,2325000.0,206509.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60466E08>,U.S. Agency for International Development,University of Notre Dame Du Lac,2020-09-30,7921811.279999999,0.0,,,,,,,,,,,3,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C604EBA48>,U.S. Agency for International Development,Catholic Relief Services,2020-06-30,4000000.0,2000000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C604F8EF8>,U.S. Agency for International Development,AVSI Foundation,2020-06-30,750000.0,201546.0,2020-09-30,2020-09-30,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60509F98>,U.S. Agency for International Development,OPERA SAN FRANCESCO SAVERIO CUAMM COLLEGIO UNIVERSITARIO ASP,2020-06-30,2500000.0,1250900.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6050FA48>,U.S. Agency for International Development,COMUNITA' SANT'EGIDIO,2020-09-30,900000.0,51000.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6052E908>,U.S. Agency for International Development,UNIVERSITY OF PITTSBURGH MEDICAL CENTER ITALY SRL (UPMC ITAL,2020-09-30,1846394.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6054FF48>,U.S. Agency for International Development,Michigan State University,2020-06-30,1600000.0,180600.0,2020-09-30,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60565D18>,U.S. Agency for International Development,Education Development Center,2020-09-30,8540240.9,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C608D4278>,U.S. Agency for International Development,FHI 360,2020-06-30,3101000.0,2487641.7700000005,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-09-30,2020-09-30,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60CC8548>,U.S. Agency for International Development,"ARD, Inc.",2020-03-31,4000000.0,2272338.58,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,3,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60DAC9A8>,U.S. Agency for International Development,International Organisation for Migration,2020-06-30,1930000.0,954900.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60F8F318>,U.S. Agency for International Development,U.S. Agency for International Development,2020-04-30,900000.0,900000.0,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C60FC1D18>,U.S. Agency for International Development,John Snow International,2020-04-30,100000.0,85559.68000000001,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61077BD8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,600000.0,7170.08,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61082C78>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,3400000.0,2804000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C610BBC28>,U.S. Agency for International Development,Agency for Technical Cooperation and Development,2020-07-31,371565.12,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C610C0EF8>,U.S. Agency for International Development,Danish Refugee Council,2020-07-31,400780.0,195293.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6111BC78>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,4154604.0,2989400.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6112CE58>,U.S. Agency for International Development,Tufts University,2020-07-31,560000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61131EA8>,U.S. Agency for International Development,Plan International,2020-07-31,657339.0,9103.17,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6113D9F8>,U.S. Agency for International Development,"Save the Children Federation, Inc.",2020-07-31,350000.0,66325.20000000001,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61148DB8>,U.S. Agency for International Development,Johns Hopkins University,2020-07-31,338254.0,41693.97,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61151C28>,U.S. Agency for International Development,Johns Hopkins University,2020-07-31,746582.0,13114.35,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C611C4D18>,U.S. Agency for International Development,Food and Agriculture Organisation,2020-07-31,5000000.0,696000.0,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C611C9BD8>,U.S. Agency for International Development,Johns Hopkins University,2020-09-30,1000000.0,1405552.04,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6128C598>,U.S. Agency for International Development,University of the Witwatersrand,,0.0,382645.66000000003,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C614F6908>,U.S. Agency for International Development,Organisation Non Gouvernement Ale Pour Le Developpement,2020-06-30,245000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C615783B8>,U.S. Agency for International Development,Cooperative for Assistance and Relief Everywhere,2020-06-30,498607.0,192626.77,2020-12-31,2020-12-31,2020-12-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61589D18>,U.S. Agency for International Development,GOAL,2020-06-30,380000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C617E6A98>,U.S. Agency for International Development,PricewaterhouseCoopers International Limited,2020-04-30,500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6189B098>,U.S. Agency for International Development,"Abt Associates, Inc.",2020-09-30,38091851.0,23722939.63,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,5,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C618D69F8>,U.S. Agency for International Development,John Snow International,2020-04-30,400000.0,400000.0,2020-10-31,2020-10-31,2020-10-31,2020-10-31,2020-10-31,2020-10-31,2020-10-31,2020-10-31,2020-10-31,2020-10-31,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C619F9E08>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-06-30,3600000.0,2721657.63,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61A0A138>,U.S. Agency for International Development,FHI 360,2020-09-30,1000000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61A464F8>,U.S. Agency for International Development,Population Services International,2020-05-31,300000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61B8DEF8>,U.S. Agency for International Development,World Food Program,2020-06-30,12000000.0,6776216.51,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61C17688>,U.S. Agency for International Development,Social and Scientific Systems Inc.,,0.0,4740201.86,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61C5BAE8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1500000.0,956672.44,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61C7BA98>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,900000.0,859607.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61D040E8>,U.S. Agency for International Development,Bureau des Projets de Dveloppement et des Oeuvres Sociales,2020-06-30,215000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C61EE4458>,U.S. Agency for International Development,Management Sciences for Health,2020-06-30,330000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C623C1B38>,U.S. Agency for International Development,Amref Health Africa,2020-07-31,700028.0,308286.16000000003,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62421CC8>,U.S. Agency for International Development,Virginia Polytechnic Institute and State University,2020-09-30,920884.0,612577.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C624E8318>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-09-30,525000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62617A48>,U.S. Agency for International Development,COLLECTIVE GOOD FOUNDATION,2020-09-30,1900000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C627C9278>,U.S. Agency for International Development,International Organisation for Migration,2020-07-31,950000.0,11698.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62831548>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,1000000.0,673867.0099999999,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C628839A8>,U.S. Agency for International Development,Cooperative for Assistance and Relief Everywhere,2020-07-31,1000000.0,150483.99,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6295EB88>,U.S. Agency for International Development,World Vision,2020-07-31,1000000.0,778586.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C629BF048>,U.S. Agency for International Development,Consortium for Elections and Political Process Strengthening,2020-06-30,2000000.0,153542.84,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C629E7278>,U.S. Agency for International Development,"Development Alternatives, Inc.",2020-06-30,3500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62C635E8>,U.S. Agency for International Development,FHI 360,,0.0,3479893.7800000003,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62C9A688>,U.S. Agency for International Development,World Food Program,2020-07-31,4000000.0,448015.38,2020-11-30,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62CA4868>,U.S. Agency for International Development,"Development Alternatives, Inc.",2020-06-30,500000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62CF4818>,U.S. Agency for International Development,"University Research Co., LLC",2020-06-30,2500000.0,1629913.87,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,3,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C62F3DEF8>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-06-30,1500000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6303C9F8>,U.S. Agency for International Development,World Food Program,2020-07-31,8000000.0,488262.91,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C63079F98>,U.S. Agency for International Development,"Save the Children Federation, Inc.",2020-07-31,800000.0,320706.18000000005,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,,0,
